번호,재료명,아이템명,가격,아이템번호,마트번호
101,다시마,오뚜기 옛날자른다시마 (80G),3490,1,3
101,다시마,기장에서 채취한 돌다시마 (100G),4790,2,3
101,다시마,쌈다시마 (200G*2),3990,3,3
102,다진 마늘,홈플러스시그니처_국내산냉동다진마늘_400G,6990,1,1
102,다진 마늘,풀무원 다진 마늘 260G (팩),8880,2,1
102,다진 마늘,다진 마늘 600G (통),12990,3,1
102,다진 마늘,A) 피코크 향이 진한 다진마늘 200g,4980,1,2
102,다진 마늘,가나 다진마늘(450G),8980,2,2
102,다진 마늘,A)냉동다진마늘,7980,3,2
102,다진 마늘,CJ 다진 마늘 (250G),8680,1,3
102,다진 마늘,풀무원 다진마늘 (250G),8870,2,3
102,다진 마늘,가나 다진마늘 (250G),5580,3,3
103,다진고추,홈플러스시그니처 국내산 냉동 다진 청양고추 160G,3990,1,1
103,다진고추,[푸른들마켓][해표] 리얼큐브다진청양고추23g,2800,2,1
103,다진고추,대상수상김치 국내산 슬라이스 다진 김치 10kg / 아이스박스포장,43000,3,1
103,다진고추,[피코크] 다진청양고추 80g,2980,1,2
103,다진고추,냉동 다진 청양고추,5980,2,2
103,다진고추,냉동다진 청양고추 150g(15g x 10개입),3980,3,2
104,다진돼지고기,돼지 다짐용(뒷다리) 300G(팩)/돼지고기,4990,1,1
104,다진돼지고기,일품포크 돼지앞다리 100G/돼지고기,1390,2,1
104,다진돼지고기,냉동 다용도 다짐용(뒷다리) 1KG(봉)/돼지고기,9990,3,1
104,다진돼지고기,[무항생제해발500]냉장등심다짐육용400g,9000,1,2
104,다진돼지고기,국내산 뒷다리 다짐육 (100g) (팩),1080,2,2
104,다진돼지고기,돈마루 무항생제 뒷다리 다짐육 500g,6800,3,2
104,다진돼지고기,[영주농협]국내산 냉장 돈육 다짐육(앞다리) 300g,5800,1,3
104,다진돼지고기,[영주농협]국내산 돈육 다짐육(뒷다리) 300g,5800,2,3
104,다진돼지고기,[영주농협]국내산 돈육 다짐육(뒷다리)1kg,18400,3,3
105,다진마늘,홈플러스시그니처_국내산냉동다진마늘_400G,6990,1,1
105,다진마늘,풀무원 다진 마늘 260G (팩),8880,2,1
105,다진마늘,다진 마늘 600G (통),12990,3,1
105,다진마늘,A) 피코크 향이 진한 다진마늘 200g,4980,1,2
105,다진마늘,가나 다진마늘(450G),8980,2,2
105,다진마늘,A)냉동다진마늘,7980,3,2
105,다진마늘,CJ 다진 마늘 (250G),8680,1,3
105,다진마늘,풀무원 다진마늘 (250G),8870,2,3
105,다진마늘,가나 다진마늘 (250G),5580,3,3
106,다진생강,홈플러스시그니처 국내산 냉동 다진생강 170G,4990,1,1
106,다진생강,풀무원_국산다진생강(튜브)_80G,5880,2,1
106,다진생강,자연미가 국내산 냉장 다진생강 1kg /cor 간편채소 손질생강,14900,3,1
106,다진생강,[피코크] 다진생강 80g,4280,1,2
106,다진생강,냉동 다진생강 150g(15g x 10개입),3980,2,2
106,다진생강,해표 리얼큐브 다진생강 23g,3680,3,2
106,다진생강,깐생강 (봉),1990,1,3
106,다진생강,국산 냉동 다진생강 큐브 (170G),5490,2,3
106,다진생강,다진 생강 (100g),3790,3,3
107,다진쇠고기,안심한우 다진고기볶음용(설도혼합) 150G(팩)/소고기,12560,1,1
107,다진쇠고기,[호주청정우]다진고기 볶음용 큐브팩 300G/소고기,12990,2,1
107,다진쇠고기,안심한우 큐브팩 다진고기볶음용(앞다리혼합) 300G(팩)/소고기,23140,3,1
107,다진쇠고기,한우 앞다리 다짐육 1등급 (100g) (팩),5380,1,2
107,다진쇠고기,[냉장/호주산] 유기농 호주산 다짐육 200g,9300,2,2
107,다진쇠고기,호주산 척아이롤 다짐육 (100g) (팩),2580,3,2
107,다진쇠고기,[우리가락] 한우 1++등급 다짐육 300g,32900,1,3
107,다진쇠고기,[우리가락] 한우 1++등급 다짐육 700g,60000,2,3
107,다진쇠고기,[안동한우축산] 다짐육 0.8kg (1등급 / 쇠고기 이력 추적시스템),70000,3,3
108,다진양파,젤스파이스 건조다진양파 227G,13900,1,1
108,다진양파,속이 꽉 찬 국내산 양파 5kg(중),14900,2,1
108,다진양파,다진양파 200g 1팩,2300,1,2
108,다진양파,[냉동야채/채소 1+1] 컬리플라워 브로콜리 그린빈스 혼합야채,5900,2,2
108,다진양파,HACCP인증 곱가득 소곱창 180g (소스증정),8900,3,2
109,다진파,속이 꽉 찬 국내산 양파 5kg(중),14900,1,1
109,다진파,해표 리얼슬라이스 생생대파 20g x4개 +리얼큐브23g x1개 다진마늘/다진청양고추/다진생강,15500,1,2
109,다진파,간편 파채 300g 1팩,3200,2,2
109,다진파,Maggi 매기 다진 고기 파 치즈 스프 46g,4300,3,2
110,다짐육,냉동 다짐육(호주산) 1KG/소고기,14990,1,1
110,다짐육,명절세트한우1등급 정육선물세트 1.6kg(불고기+불고기+국거리+다짐육) 각400g씩 선물용,79900,2,1
110,다짐육,명절세트한우1등급 정육선물세트 1.6kg(불고기+불고기+국거리+다짐육) 각400g씩 선물용,83900,3,1
110,다짐육,한우 앞다리 다짐육 1등급 (100g) (팩),5380,1,2
110,다짐육,[냉장/호주산] 유기농 호주산 다짐육 200g,9300,2,2
110,다짐육,호주산 척아이롤 다짐육 (100g) (팩),2580,3,2
110,다짐육,호주산 곡물비육 척아이롤 다짐육 (400G),7930,1,3
110,다짐육,[영주농협]국내산 냉장 돈육 다짐육(앞다리) 300g,5800,2,3
110,다짐육,미트아울렛 목전지(목살+앞다리살) 다짐육 500g 미국산,4400,3,3
111,다짐육(돼지고기),명절세트한우1등급 정육선물세트 1.6kg(불고기+불고기+국거리+다짐육) 각400g씩 선물용,83900,1,1
111,다짐육(돼지고기),[산지직송] 전남 무안 무항생제 한돈 뒷다리살 500g 다짐육,6900,2,1
111,다짐육(돼지고기),[농협안심한돈] 국내산 냉장 뒷다리살 500gx2팩 (다짐육),17900,3,1
111,다짐육(돼지고기),[무항생제해발500]냉장등심다짐육용400g,9000,1,2
111,다짐육(돼지고기),국내산 뒷다리 다짐육 (100g) (팩),1080,2,2
111,다짐육(돼지고기),돈마루 무항생제 뒷다리 다짐육 500g,6800,3,2
111,다짐육(돼지고기),[영주농협]국내산 냉장 돈육 다짐육(앞다리) 300g,5800,1,3
111,다짐육(돼지고기),미트아울렛 목전지(목살+앞다리살) 다짐육 500g 미국산,4400,2,3
111,다짐육(돼지고기),[도드람한돈] 냉장 뒷다리 불고기용/다짐육 500g(택1),6500,3,3
112,다짐육(소고기),냉동 다짐육(호주산) 1KG/소고기,14990,1,1
112,다짐육(소고기),명절세트한우1등급 정육선물세트 1.6kg(불고기+불고기+국거리+다짐육) 각400g씩 선물용,79900,2,1
112,다짐육(소고기),명절세트한우1등급 정육선물세트 1.6kg(불고기+불고기+국거리+다짐육) 각400g씩 선물용,83900,3,1
112,다짐육(소고기),한우 앞다리 다짐육 1등급 (100g) (팩),5380,1,2
112,다짐육(소고기),[냉장/호주산] 호주청정우 모듬 다짐육 (300g),8900,2,2
112,다짐육(소고기),[냉장]한우 1등급 다짐육 300g,17800,3,2
112,다짐육(소고기),호주산 곡물비육 척아이롤 다짐육 (400G),7930,1,3
112,다짐육(소고기),[냉동] 다짐육 소고기 500g(초이스등급),14000,2,3
112,다짐육(소고기),[새벽배송][우리가락]무항생제 냉장 한우 다짐육 300g,31500,3,3
113,단무지,홈플러스시그니처 김밥 단무지 550G,2290,1,1
113,단무지,홈플러스시그니처 우엉과 단무지 250G,2990,2,1
113,단무지,풀무원 김밥 단무지 400G,2990,3,1
113,단무지,노브랜드 우엉절임과 김밥단무지 220g,2400,1,2
113,단무지,[피코크] 자연을 담은 무 김밥 단무지 330g,2780,2,2
113,단무지,[노브랜드] 김밥용 맛 단무지 500g,2180,3,2
113,단무지,CJ 하선정 김밥단무지 (370G),2380,1,3
113,단무지,초이스엘 치자 맛단무지 (250G),1800,2,3
113,단무지,CJ 치자단무지와 우엉조림 (220G),3390,3,3
114,단호박,단호박(뉴질랜드산/1통),8990,1,1
114,단호박,팜피아 냉동 스팀 단호박 유피 2kg/샐러드/죽/스프,7900,2,1
114,단호박,팜피아 냉동 스팀 단호박 거피 2kg/샐러드/죽/스프,7900,3,1
114,단호박,[뉴질랜드] 단호박(개) 650g이상,9980,1,2
114,단호박,가락시장 단호박1통 (약1kg),8500,2,2
114,단호박,팜피아 냉동 스팀 단호박 (유피) 2kg,7900,3,2
114,단호박,뉴질랜드 단호박 (개),6990,1,3
114,단호박,[맛다름][뉴질랜드] 껍질 손질 단호박 1통,9800,2,3
114,단호박,Only Price 단호박 쫀드기 (20G*5개입),1000,3,3
115,달걀,1+등급 특란 20개입,6990,1,1
115,달걀,맘란 1등급 무항생제 특란 30구,9990,2,1
115,달걀,신선 특란 30개입,7990,3,1
115,달걀,우리집 신선계란 30개입 특란 1800g,9680,1,2
115,달걀,오늘반찬은 신선한란 30구 대란,8480,2,2
115,달걀,신선한 계란 30개입 (특란 1800g),6980,3,2
115,달걀,행복생생란(대란 30입) (1.56KG),6690,1,3
115,달걀,풀무원 동물복지 목초란 (대란 15입) (780G),6990,2,3
115,달걀,1+등급 계란(특30입) (1.8KG),9990,3,3
116,달래,달래(봉),1990,1,1
116,달래,[산지직송] 국내산 세척달래 200g,8900,2,1
116,달래,[산지직송] 국내산 세척달래 500g,13900,3,1
116,달래,제철 봄나물 세척 달래 두묶음 (160-180g),14800,1,2
116,달래,국내산 세척 달래 500g,16000,2,2
116,달래,달래 1kg,14900,3,2
116,달래,서산달래 (팩),2590,1,3
116,달래,[오늘의채소] 국내산 세척달래 200g,7900,2,3
116,달래,[바보사랑]멀티액자_술로슬픔을달래는닭,34560,3,3
117,닭,온가족 닭볶음탕용 1.2KG(팩),9990,1,1
117,닭,냉동 닭다리살(정육) 1KG(봉),14990,2,1
117,닭,냉동 닭가슴살 1KG(봉),7990,3,1
117,닭,[하림] 냉장 볶음탕용 생닭 (1kg),9800,1,2
117,닭,무항생제 닭볶음용 1000g,8900,2,2
117,닭,[하림] 냉장 백숙용 생닭 (1kg),9500,3,2
117,닭,하림 닭 볶음탕용(매콤소스인팩) (750G),5950,1,3
117,닭,하림 동물복지 닭다리살 (300G),7690,2,3
117,닭,동물복지 수비드닭가슴살 허브 (130G),2990,3,3
118,닭가슴살,냉동 닭가슴살 1KG(봉),7990,1,1
118,닭가슴살,무항생제 닭가슴살 500G(팩),8990,2,1
118,닭가슴살,다향 오븐에 구운 한입 닭가슴살 500G(팩),7990,3,1
118,닭가슴살,무항생제 닭가슴살 400g,6800,1,2
118,닭가슴살,[마니커][냉동] 무항생제 닭가슴살 (1000g),9280,2,2
118,닭가슴살,[노브랜드][냉동] 닭가슴살 (1000g),6580,3,2
118,닭가슴살,동물복지 수비드닭가슴살 허브 (130G),2990,1,3
118,닭가슴살,동물복지 수비드닭가슴살 (130G),2990,2,3
118,닭가슴살,하림 냉동 동물복지 닭가슴살 (800G),8990,3,3
119,닭고기,온가족 닭볶음탕용 1.2KG(팩),9990,1,1
119,닭고기,냉동 닭다리살(정육) 1KG(봉),14990,2,1
119,닭고기,냉동 닭가슴살 1KG(봉),7990,3,1
119,닭고기,[하림] 냉장 볶음탕용 생닭 (1kg),9800,1,2
119,닭고기,[하림] 냉장 백숙용 생닭 (1kg),9500,2,2
119,닭고기,[하림]냉장 닭다리살(정육) (500g),9800,3,2
119,닭고기,하림 닭 볶음탕용(매콤소스인팩) (750G),5950,1,3
119,닭고기,하림 동물복지 닭다리살 (300G),7690,2,3
119,닭고기,동물복지 수비드닭가슴살 허브 (130G),2990,3,3
120,닭다리,냉동 닭다리살(정육) 1KG(봉),14990,1,1
120,닭다리,냉동 닭다리 1KG(봉),10990,2,1
120,닭다리,무항생제 닭다리살(정육) 500G(팩),10990,3,1
120,닭다리,금주의 계육 행사(볶음탕/닭가슴살/닭갈비 등) 모음전▼,6675,1,2
120,닭다리,[하림]냉장 닭다리살(정육) (500g),9800,2,2
120,닭다리,무항생제 닭다리살(정육) 400g,8180,3,2
120,닭다리,하림 동물복지 닭다리살 (300G),7690,1,3
120,닭다리,하림 동물복지 닭다리 (400G),7990,2,3
120,닭다리,참프레 동물복지 직화그릴닭다리 (400G),5990,3,3
121,닭발,정다운 뼈없는 양념닭발 350G,9990,1,1
121,닭발,홈플러스시그니처 튤립 국물닭발 400G,7490,2,1
121,닭발,[후레쉬] 화산 불닭발 무뼈 300g / 국내산,13700,3,1
121,닭발,[하림][냉동]고수의 선택 닭발 (250g),7280,1,2
121,닭발,[BEST Fresh][냉동]국내산 무뼈닭발 1kg,17500,2,2
121,닭발,안주야 직화무뼈닭발 160g,7980,3,2
121,닭발,간단하게 먹기 딱 좋은 안주~ 정다운 근위볶음&양념닭발,7990,1,3
121,닭발,오뚜기 직화무뼈닭발 (150G),8980,2,3
121,닭발,청정원 안주야 직화 무뼈닭발 (160G),7980,3,3
122,닭봉,냉동 닭윗날개(봉) 1KG(봉),13990,1,1
122,닭봉,씨제이 고메치킨 화끈불닭봉 355G,9990,2,1
122,닭봉,고메 화끈불닭봉 고메치킨 355g x3개,33900,3,1
122,닭봉,무항생제 닭윗날개(봉) 400g,7800,1,2
122,닭봉,[하림] 냉장 닭 윗날개(봉) (500g),9900,2,2
122,닭봉,[마니커][냉동] 무항생제 닭봉 (800g),11480,3,2
122,닭봉,하림 동물복지 닭윗날개 (300G),7490,1,3
122,닭봉,사세 버팔로윙 (1KG),16980,2,3
122,닭봉,BBQ 봉구이 (1팩),11900,3,3
123,닭살,캠핑 바베큐 야식 안주 수제 닭살꼬치 10꼬치,13900,1,1
123,닭살,닭살 피부 로션 가드름 다리 종아리 우레아,72990,2,1
123,닭살,닭살 피부 로션 오돌토돌 바디 크림 우레아,72130,3,1
123,닭살,무항생제 닭가슴살 400g,6800,1,2
123,닭살,[하림] 냉장 닭가슴살 500g,8000,2,2
123,닭살,[노브랜드][냉동] 큐브 닭가슴살 (1000g),6980,3,2
123,닭살,12년 장인의 수제 닭살꼬치 500g (10꼬치) 캠핑꼬치,12500,1,3
124,닭안심,냉동 닭안심 1KG(봉),7990,1,1
124,닭안심,무항생제 닭안심 500G(팩),8990,2,1
124,닭안심,하림 동물복지 닭안심 300G(팩),7490,3,1
124,닭안심,무항생제 안심 400g,6800,1,2
124,닭안심,[마니커][냉동] 무항생제 닭안심 (1000g),9280,2,2
124,닭안심,[마니커][냉동] 무항생제 닭가슴살 (1000g),9280,3,2
124,닭안심,하림 동물복지 닭안심 (300G),7490,1,3
124,닭안심,하림 냉동 동물복지 닭안심 (800G),8990,2,3
124,닭안심,참프레 동물복지 슈퍼곡물텐더 (500G),5990,3,3
125,당근,제주 구좌 당근 (국산/1개),2490,1,1
125,당근,제주 세척 당근(봉),5190,2,1
125,당근,친환경 당근 500G(봉),4590,3,1
125,당근,제주 세척 당근(3입/봉),4480,1,2
125,당근,흙당근(봉),4480,2,2
125,당근,흙 당근(1kg/봉),4980,3,2
125,당근,당근 (봉),4490,1,3
125,당근,씻은 당근 (750G),4990,2,3
125,당근,[우리가락]흙당근 1개,2600,3,3
126,당근즙,찬이네 당근사과즙 100ml 30포 첨가물제로 NFC착즙,23900,1,1
126,당근즙,아이톡톡 당근사과즙 스파우트 120ml 30포 첨가물제로 과일주스,31900,2,1
126,당근즙,국내산 원료100%착즙 미디안농산 사과배당근즙 100ml*30포(스파우트),32900,3,1
126,당근즙,[싱싱] 사과 당근즙 60포 (알뜰포장) ★할인특가!★,23900,1,2
126,당근즙,[경상북도][김재식헬스푸드] 맛있는 당근즙 100ml 30팩,27900,2,2
126,당근즙,[경상북도][연두팜] 돌려따는) NFC 착즙 사과당근즙 100ml 40개입 한박스,22900,3,2
126,당근즙,[농협청과33번] 아삭아삭 당근 5kg/즙용,18900,1,3
126,당근즙,[농협청과33번] 아삭아삭 당근 3kg/즙용,12500,2,3
126,당근즙,[농협청과33번] 아삭아삭 당근 10kg/즙용,32900,3,3
127,당면,오뚜기 옛날 자른 당면 500G,7680,1,1
127,당면,오뚜기 옛날 자른 당면 300G,4780,2,1
127,당면,CJ 백설 햇 당면 500G,4980,3,1
127,당면,[노브랜드] 당면 500g,2980,1,2
127,당면,[오뚜기]옛날자른당면300g,4780,2,2
127,당면,쫄깃쫄깃! 당면 행사모음,4780,3,2
127,당면,오뚜기 옛날자른당면 (300G),4780,1,3
127,당면,오뚜기 자른당면 (100G),1950,2,3
127,당면,백설 자른 햇당면 (500G),4880,3,3
128,대구,홈플러스시그니처 MSC인증 대구필렛 600g(팩),15900,1,1
128,대구,대구살 350G(팩),12900,2,1
128,대구,유아식 다짐대구살 90G(팩),9990,3,1
128,대구,[냉동][러시아] 수제 대구 슬라이스 (전감용 300g),8980,1,2
128,대구,[냉동][미국] SSG MSC인증 대구살 500g (전감용),12980,2,2
128,대구,[냉동][러시아] 전감용 대구포 (500g/팩),14280,3,2
128,대구,대구(국산/해동) (마리),11900,1,3
128,대구,[해미래] 간편하고 맛좋은 손질 대구 1팩 800g(8~10토막),12900,2,3
128,대구,[해미래] 간편하고 맛좋은 손질 대구 800g(8~10토막) x 3팩,26500,3,3
129,대구살,대구살 350G(팩),12900,1,1
129,대구살,유아식 다짐대구살 90G(팩),9990,2,1
129,대구살,고양이 소세지 영양 간식 디저트 소시지 대구살 12p,2200,3,1
129,대구살,[냉동][미국] SSG MSC인증 대구살 500g (전감용),12980,1,2
129,대구살,조리하기 간편한 대구살 100 g,7950,2,2
129,대구살,몰리스 짜먹는 대구살 56g,3100,3,2
129,대구살,간편수제 대구살 (500G),15900,1,3
129,대구살,[바보사랑]마이도기_슬라이스 닭고기랑 대구살300g,3950,2,3
130,대추,건대추 300G(봉),5990,1,1
130,대추,프리미엄 건대추 150G(봉),4990,2,1
130,대추,경산대추 건대추 1kg 상초 달달하고 은은한 향,19900,3,1
130,대추,큰대추(500g/봉),13900,1,2
130,대추,대추(100g/봉),5490,2,2
130,대추,씨없는 세척대추(90g/봉),5490,3,2
130,대추,경산 대추 (100G),3990,1,3
130,대추,큰대추 (500G),14900,2,3
130,대추,바삭바삭 건대추채 (70G),4490,3,3
131,대파,대파 (봉),4290,1,1
131,대파,간편 대파 (봉),3690,2,1
131,대파,깐 대파(봉),4190,3,1
131,대파,A)파머스픽 흙대파(봉),3980,1,2
131,대파,(일한정판매)날씬대파 750g(봉),2480,2,2
131,대파,깐 대파 500g(봉),3780,3,2
131,대파,대파 (700G),3390,1,3
131,대파,간편 깐대파 (200G),1990,2,3
131,대파,소용량 깐대파 (200G),2290,3,3
132,대하,자연산 대하새우(해동/마리),1980,1,1
132,대하,고리자석(블리)-대하단지름 25mm 2개입 사무용품,18500,2,1
132,대하,고리자석(통)-대하단지름 25mm 10개입 사무용품,62900,3,1
132,대하,[4000 → 3180원 할인][해동][국산] 자연산 왕대하 (100g),3180,1,2
132,대하,[냉동][베트남] ASC인증 생새우살 (대 51-70 200g),6480,2,2
132,대하,[냉동][페루] 손질 생칵테일 새우 (대) (21-25 450g),15980,3,2
132,대하,초이스엘 왕새우스낵 (400G),2990,1,3
132,대하,동원 왕새우만두 (315G*2입),9480,2,3
132,대하,[바보사랑]멀티액자_대하구이,34560,3,3
133,더덕,간편 깐 더덕(팩),3500,1,1
133,더덕,[산지직송] 강원도 더덕 800g (생더덕),24900,2,1
133,더덕,[산지직송] 강원도 더덕 800g×2 (생더덕),42900,3,1
133,더덕,강원도 굿향더덕(300g/팩),9990,1,2
133,더덕,[국내산] 더덕 (중 중량),2660,2,2
133,더덕,품질이 다른 명품 횡성 더덕 ★ 깐 더덕 500g/1kg ★ [상급 / 특급],22800,3,2
133,더덕,[팜쿡] 태백 고랭지 산더덕 대 (30-40뿌리) 1kg,27900,1,3
133,더덕,[금삼] 국내산 더덕세트(상) 1kg (35-45뿌리),32900,2,3
133,더덕,[팜쿡] 태백 고랭지 산더덕 대(15-20뿌리) 500g,16900,3,3
134,도가니,CJ 비비고 도가니곰탕 460G,8990,1,1
134,도가니,비비고 도가니곰탕 460g x6개,41900,2,1
134,도가니,[펫츠맘마] 국내산 오리도가니 대용량500g 강아지 수제간식,15900,3,1
134,도가니,한우 사골 보신 모음,21900,1,2
134,도가니,[생생한우] 한우 도가니 1kg,16900,2,2
134,도가니,[김포다하누] 다하누 도가니 1kg,29000,3,2
134,도가니,청정원 호밍스 도가니탕 (450G),6480,1,3
134,도가니,CJ 비비고 도가니곰탕 (460G),8980,2,3
134,도가니,오뚜기 종로식 도가니탕 (500G),7480,3,3
135,도라지나물,삼청동식탁 도라지나물 130G,4500,1,1
135,도라지나물,간편 반찬 엄마손맛 깔끔한 수제 나물 도라지나물 1봉 120g,5000,2,1
135,도라지나물,즙용 세척도라지 10kg,57620,3,1
135,도라지나물,국내산 깐도라지 250g(팩),10500,1,2
135,도라지나물,국내산 도라지 400g 1팩,5900,2,2
135,도라지나물,나물이야기 국산 건도라지 50g,7000,3,2
135,도라지나물,국내산 간편 깐 도라지 (150G),6290,1,3
135,도라지나물,국내산 건도라지 100g,15900,2,3
135,도라지나물,[하늘농가]순수국산 건도라지 50gX1팩,9900,3,3
136,도미,한국마즈 쉬바 파우치 참치와 도미 70G,1600,1,1
136,도미,국산 참도미 마리 (중/해동),11000,2,1
136,도미,한국마즈 쉬바 참치흰살과 도미와 그레이비 소스 85G,2400,3,1
136,도미,쵱선생 통영 손질 참돔 한마리 도미회 참돔회 2kg내외,59900,1,2
136,도미,도미 제주 황도미 생물 손질 크기별(급냉),33500,2,2
136,도미,[산지직송] 자연산 여수 반건조 참돔(대) 1미,13900,3,2
136,도미,국산 도미 (해동) (마리),12450,1,3
136,도미,광어연어도미 모둠초밥 (14입),19900,2,3
136,도미,광어연어우럭도미 모둠회 (300G/팩),29900,3,3
137,도토리묵,홈플러스시그니처 국산 도토리묵 350G,3990,1,1
137,도토리묵,심플러스 도토리묵 300G,1790,2,1
137,도토리묵,홈플러스시그니처 도토리묵가루 350g,7490,3,1
137,도토리묵,[노브랜드] 도토리묵 350g,1880,1,2
137,도토리묵,피코크 국산 도토리묵 350g,3980,2,2
137,도토리묵,풀무원 순도토리묵 2입 기획,3680,3,2
137,도토리묵,어깨동무 도토리묵+청포묵 (300G*2입),3500,1,3
137,도토리묵,어깨동무 국산 도토리묵 (400G),4590,2,3
137,도토리묵,풀무원 도토리묵 (300G*2입),3490,3,3
138,돈까스소스,오뚜기 경양식 돈까스 455G,3290,1,1
138,돈까스소스,오뚜기 참깨 돈까스소스 470G,3690,2,1
138,돈까스소스,오뚜기 돈까스소스 470G,3490,3,1
138,돈까스소스,[청정원] 클래식돈카츠소스 400g,2980,1,2
138,돈까스소스,[오뚜기] 참깨돈까스소스 470g,3380,2,2
138,돈까스소스,오뚜기 경양식 돈까스 소스 455g,3980,3,2
138,돈까스소스,청정원 도쿄클래식 돈카츠 소스 (400G),2900,1,3
138,돈까스소스,오뚜기 돈까스 소스 (470G),3080,2,3
138,돈까스소스,오뚜기 경양식 돈까스소스 (455G),3980,3,3
139,동치미국물,샘표 동치미 국물 비빔장 360G,3290,1,1
139,동치미국물,[청수] 100% 메밀순면 16인분 (메밀순면16+동치미육수8+비빔장8),49900,2,1
139,동치미국물,[청수] 100% 메밀순면 10인분+메밀순칼국수 6인분 (육수비빔장장국 포함),49900,3,1
139,동치미국물,가정식 수제반찬 100여종 [3만원 이상 구매시 서비스반찬4만원 무료배송],3980,1,2
139,동치미국물,[본죽] 비트동치미 1kg 2팩,20000,2,2
139,동치미국물,샘표 동치미국물 비빔장 360g,3280,3,2
140,동태,물가안정 동태(원양산/특/해동) 마리,4500,1,1
140,동태,동태살 500G(팩),11900,2,1
140,동태,수입동태 마리(대/해동),4000,3,1
140,동태,[해동][러시아] 정부비축 물가안정 동태 (특 마리),4580,1,2
140,동태,[냉동][러시아]손질 잘 된 동태(600g),4980,2,2
140,동태,[냉동][미국] SSG MSC인증 동태살 500g (전감용),7980,3,2
140,동태,손질 동태포 슬라이스 400g*3개,16900,1,3
140,동태,한마리가 그대로 동태탕 (820G),10990,2,3
140,동태,요리하다 동태전 (300G),5990,3,3
141,동태살,동태살 500G(팩),11900,1,1
141,동태살,[냉동][미국] SSG MSC인증 동태살 500g (전감용),7980,1,2
141,동태살,[냉동][러시아] 수제 명태 슬라이스 (전감용 300g),5980,2,2
141,동태살,동태살 400g,11500,3,2
141,동태살,손질 동태포 슬라이스 400g*3개,16900,1,3
142,돛나물,돌나물 (봉),2490,1,1
142,돛나물,[산지직송] 돗나물 (돈나물 돌나물) 1.2kg,6500,2,1
142,돛나물,돌나물(팩),1980,1,2
142,돛나물,돌나물 100g,3460,2,2
142,돛나물,돌나물(돗나물돈나물) 500g,10000,3,2
142,돛나물,돌나물 (팩),1990,1,3
142,돛나물,[새벽배송][우리가락]돌나물(돗나물돈나물) 500g,9800,2,3
142,돛나물,[우리가락] 돌나물(돗나물돈나물) 500g,9800,3,3
143,돼지갈비,보리먹고 자란 돼지 등갈비(캐나다산) 100G/돼지고기,2700,1,1
143,돼지갈비,일품포크 돼지갈비 100G/돼지고기,1490,2,1
143,돼지갈비,백두 한돈 돼지 갈비 100G/돼지고기,2990,3,1
143,돼지갈비,국내산 돼지고기 모음전 (삼겹/목심 外) 최대 35% 할인▼,8125,1,2
143,돼지갈비,국내산 갈비 찜용 (100g),1180,2,2
143,돼지갈비,[도드람]더느림냉장돼지갈비찜용500g,9800,3,2
143,돼지갈비,국내산 돼지 등갈비 (냉장) (100G),2590,1,3
143,돼지갈비,12정품 돼지 등갈비 (냉장) (100G),3490,2,3
143,돼지갈비,12정품 돼지 갈비 찜용(냉장) (100G),1890,3,3
144,돼지고기,팔도진미 대구 북성로식 목심 구이 1KG/돼지고기,13990,1,1
144,돼지고기,돼지 항정살(캐나다산) 600G(팩)/돼지고기,26600,2,1
144,돼지고기,제주 돼지 고추장불고기 1KG/돼지고기,12990,3,1
144,돼지고기,[노브랜드][냉동] 삼겹살 바로구이 (1000g),12980,1,2
144,돼지고기,[무항생제해발500]냉장미박삼겹살구이용400g,16500,2,2
144,돼지고기,[무항생제해발500]냉장목심구이용400g,15800,3,2
144,돼지고기,국내산 돼지 삼겹살 구이용(냉장) (100G),2190,1,3
144,돼지고기,국내산 돼지 목심 구이용(냉장) (100G),2190,2,3
144,돼지고기,국내산 돼지 앞다리 불고기용(냉장) (100G),1290,3,3
145,돼지고기안심,선진포크 돼지 안심 100G/돼지고기,2190,1,1
145,돼지고기안심,백두 한돈 돼지안심 100G/돼지고기,1890,2,1
145,돼지고기안심,안심한돈 등심 돈까스용 500G/돼지고기,6900,3,1
145,돼지고기안심,[냉장] 한돈 안심 카레용 300g,5800,1,2
145,돼지고기안심,[무항생제해발500]냉장안심장조림용400g,7500,2,2
145,돼지고기안심,[무항생제 1등급 한돈]자연마지 무항생제 안심 장조림 500g,11300,3,2
145,돼지고기안심,[카레용] 돈담음돼지안심 (냉장) (100G),2290,1,3
145,돼지고기안심,[카레용] 12정품 돼지 안심 (냉장) (100G),2290,2,3
145,돼지고기안심,[농협안심한돈][냉장] 국내산 돼지 등심 돈가스용 500g,6900,3,3
146,돼지등갈비,보리먹고 자란 돼지 등갈비(캐나다산) 100G/돼지고기,2700,1,1
146,돼지등갈비,일품포크 돼지등갈비 100G/돼지고기,2590,2,1
146,돼지등갈비,CJ 백설매콤돼지등갈비양념 470G,4490,3,1
146,돼지등갈비,[냉장] 설성 무항생제 한돈 등갈비 400g,19800,1,2
146,돼지등갈비,[무항생제해발500]냉장등갈비구이용500g,18500,2,2
146,돼지등갈비,[더느림+] 무항생제 등갈비 (100g),3580,3,2
146,돼지등갈비,국내산 돼지 등갈비 (냉장) (100G),2590,1,3
146,돼지등갈비,12정품 돼지 등갈비 (냉장) (100G),3490,2,3
